date,power_demand,load_shed,rainfall,mean_temperature,mean_apparent_temperature,relativehumidity_2m,windspeed_10m,windspeed_100m,daytime_length,dewpoint_2m,cloudcover,soil_temperature_0_to_7cm
2016-01-01,527,0,0,19.8,20.2,0,0,0,10.716666666666667,0,0,0
2016-01-02,549,0,0,18.9,19.2,70.79166666666667,6.329166666666666,8.995833333333332,10.716666666666667,13.9,10.333333333333334,20.6
2016-01-03,547,0,0,19.2,19.4,74.5,7.000000000000001,10.120833333333334,10.733333333333333,13.733333333333334,2.75,20.5875
2016-01-04,540,0,0,19.1,19.5,71.91666666666667,6.454166666666668,9.312499999999998,10.733333333333333,13.4375,22.166666666666668,20.65
2016-01-05,555,0,0,18.5,18.6,73.25,5.8999999999999995,8.79166666666667,10.733333333333333,13.766666666666667,22.083333333333332,20.466666666666665
2016-01-06,555,0,0,18.4,18.4,72.70833333333333,6.895833333333335,9.591666666666667,10.75,13.020833333333334,8.875,20.32083333333333
2016-01-07,560,0,0,19.4,19.6,71.70833333333333,6.724999999999999,10.233333333333333,10.75,12.720833333333333,8.083333333333334,20.17916666666667
2016-01-08,538,0,0,19.5,20,68.70833333333333,6.05,8.416666666666666,10.766666666666667,13.108333333333334,25.208333333333332,20.320833333333333
2016-01-09,565,0,1.5,19.9,21.2,70.79166666666667,5.116666666666666,6.825000000000002,10.783333333333333,13.56666666666667,27.791666666666668,20.66666666666666
2016-01-10,520,0,0,19.5,20.8,81.41666666666667,6.895833333333332,13.1,10.8,16.325000000000006,33.875,21.425
2016-01-11,544,0,0,18.7,18.6,82.33333333333333,5.245833333333333,7.9875,10.783333333333333,16.05416666666667,40.208333333333336,21.154166666666665
2016-01-12,561,0,0,17.8,17.2,69.75,6.504166666666666,11.787500000000001,10.8,12.229166666666664,18.083333333333332,20.674999999999997
2016-01-13,572,0,0,18.1,17.8,66.625,6.829166666666668,10.749999999999998,10.816666666666666,10.866666666666669,12.416666666666666,20.141666666666662
2016-01-14,568,0,0,17.9,17.5,64.41666666666667,4.529166666666666,6.041666666666667,10.816666666666666,10.816666666666668,39.833333333333336,19.462499999999995
2016-01-15,549,0,0,17.9,17.7,67.375,5.750000000000001,7.562499999999999,10.833333333333334,11.212500000000004,43.25,19.43333333333333
2016-01-16,449,0,0.1,18.6,18.6,70.75,6.683333333333334,9.658333333333331,10.85,11.9375,2.0833333333333335,19.495833333333334
2016-01-17,552,0,0,17.9,17.4,71.5,6.304166666666667,10.016666666666666,10.85,12.829166666666666,6.666666666666667,20.1125
2016-01-18,549,0,0,17.6,17.3,71.04166666666667,7.6125,11.299999999999997,10.866666666666667,11.700000000000001,19,20.033333333333328
2016-01-19,531,0,0,19,18.9,71.04166666666667,6.666666666666665,9.479166666666668,10.883333333333333,11.666666666666666,13.083333333333334,19.729166666666664
2016-01-20,551,0,1.9,19.4,19.6,70.41666666666667,7.637499999999999,12.35416666666667,10.916666666666666,12.895833333333334,4.916666666666667,20.512500000000003
2016-01-21,574,0,0.3,17.9,18.6,71.58333333333333,7.0375000000000005,13.945833333333333,10.916666666666666,13.829166666666666,43.208333333333336,20.954166666666662
2016-01-22,539,0,0,17.3,16.8,83.45833333333333,6.275000000000002,10.975000000000001,10.933333333333334,14.945833333333333,79.66666666666667,19.462500000000002
2016-01-23,575,0,0,16.7,16,72.375,8.245833333333332,15.637500000000003,10.95,11.854166666666666,24.25,19.529166666666665
2016-01-24,553,0,0,16,15.1,74.375,8.270833333333334,16.387499999999996,10.95,11.66666666666667,28.166666666666668,18.854166666666668
2016-01-25,563,0,0,16.1,15.3,70.75,7.474999999999999,15.2875,10.983333333333333,10.187500000000002,4.958333333333333,18.575
2016-01-26,576,0,0,16.3,15.5,71.79166666666667,7.458333333333333,13.304166666666665,11,10.491666666666667,0.4166666666666667,18.645833333333332
2016-01-27,558,0,0,17,16.2,68.125,6.7583333333333355,10.020833333333334,11.016666666666667,9.716666666666667,8.958333333333334,18.537499999999998
2016-01-28,538,0,0,19.1,19.6,62.791666666666664,4.904166666666668,5.733333333333333,11.016666666666667,9.1,14.041666666666666,18.8625
2016-01-29,545,0,0,18.8,18.6,68.5,3.6958333333333333,5.320833333333334,11.05,12.845833333333337,28.666666666666668,20.612500000000004
2016-01-30,578,0,0,19.1,19,65.70833333333333,6.0874999999999995,9.545833333333333,11.066666666666666,11.625,20.416666666666668,20.716666666666665
2016-01-31,569,0,0.5,20.2,21.3,66.79166666666667,6.229166666666667,8.566666666666668,11.066666666666666,12.225000000000001,28.833333333333332,20.779166666666665
2016-02-01,585,0,0.5,21.1,22.4,77.54166666666667,6.3999999999999995,11.754166666666668,11.1,15.9375,52.916666666666664,21.40416666666667
2016-02-02,560,0,0.3,20.7,22.9,78.54166666666667,7.8,13.654166666666663,11.116666666666667,16.758333333333336,30.083333333333332,21.712500000000006
2016-02-03,567,0,0.2,21.2,23,86.45833333333333,5.920833333333333,9.73333333333333,11.116666666666667,18.17916666666667,51.666666666666664,22.087499999999995
2016-02-04,573,0,0,21.5,21.8,77.45833333333333,3.829166666666667,6.683333333333334,11.15,16.60833333333333,40.208333333333336,22.379166666666663
2016-02-05,561,0,0,19.6,18.7,63.041666666666664,7.291666666666667,14.791666666666664,11.166666666666666,13.725000000000001,15.416666666666666,23.162499999999994
2016-02-06,585,0,0,19,18.3,57.333333333333336,8.1375,13.745833333333332,11.183333333333334,9.995833333333335,1.0416666666666667,22.020833333333332
2016-02-07,599,0,0,20.5,20.4,60.166666666666664,7.020833333333335,10.145833333333334,11.2,10.283333333333331,4.291666666666667,21.266666666666666
2016-02-08,578,0,0,21,20.8,58.791666666666664,5.8374999999999995,8.141666666666664,11.233333333333333,11.391666666666667,6.75,21.933333333333334
2016-02-09,605,0,0.6,21.4,22.5,60.708333333333336,7.875,13.612499999999999,11.233333333333333,12.33333333333333,7.083333333333333,22.775000000000002
2016-02-10,579,0,0.1,22,23.5,72.08333333333333,6.162499999999999,12.066666666666668,11.266666666666667,15.816666666666668,40.625,23.041666666666668
2016-02-11,545,0,0,21.5,22.8,73.70833333333333,6.666666666666668,10.637500000000001,11.283333333333333,16.370833333333334,36.625,23.841666666666665
2016-02-12,556,0,9.1,21.7,24.3,74.66666666666667,7.141666666666666,12.279166666666667,11.3,16.445833333333333,25.125,23.27916666666667
2016-02-13,551,0,0.5,22.8,25.7,88.875,7.954166666666666,15.112500000000002,11.333333333333334,19.745833333333334,44.291666666666664,22.629166666666666
2016-02-14,591,0,0.3,23.4,26.1,82.16666666666667,4.716666666666666,7.883333333333334,11.333333333333334,19.349999999999998,29.958333333333332,23.34583333333333
2016-02-15,589,0,0,24.3,27.1,76.41666666666667,4.725,7.016666666666666,11.366666666666667,18.7375,15.875,23.908333333333328
2016-02-16,613,0,0,24.7,27.1,73.70833333333333,5.358333333333333,8.929166666666669,11.383333333333333,18.90833333333333,6.5,25.22916666666667
2016-02-17,623,0,0,25,27.5,70.5,5.825000000000002,9.854166666666668,11.416666666666666,18.500000000000004,7.625,25.7625
2016-02-18,620,0,0,25.4,27.7,69.125,5.400000000000001,7.145833333333333,11.433333333333334,18.508333333333336,21.041666666666668,25.799999999999997
